Tera Type,Atk 1,Atk 2,GOOD,Ok,Bad,Weak To
Fire,Flying,Water,Water,,"Fighting, Bug, Grass, Ground, Rock, Fire","Ground, Rock, Water"
Fire,Flying,Grass,,,"Fighting, Bug, Grass, Ground, Rock, Water","Ground, Rock, Water"
Fire,Flying,Electric,"Ground, Rock",,"Fighting, Bug, Grass, Flying, Water","Ground, Rock, Water"
Fire,Flying,Psychic,Rock,"Ground, Water","Fighting, Bug, Grass, Poison","Ground, Rock, Water"
Fire,Flying,Ice,"Rock, Water",,"Fighting, Bug, Grass, Flying, Ground, Dragon","Ground, Rock, Water"
Fire,Flying,Dragon,Rock,"Ground, Water","Fighting, Bug, Grass, Dragon","Ground, Rock, Water"
Fire,Flying,Dark,Rock,"Ground, Water","Fighting, Bug, Grass, Ghost, Psychic","Ground, Rock, Water"
Fire,Flying,Fairy,Rock,"Ground, Water","Fighting, Bug, Grass, Dragon, Dark","Ground, Rock, Water"
Fire,Poison,Normal,"Ground, Rock",Water,"Grass, Fairy","Ground, Rock, Water"
Fire,Poison,Fighting,Ground,Water,"Grass, Fairy, Normal, Rock, Steel, Ice, Dark","Ground, Rock, Water"
Fire,Poison,Flying,"Ground, Rock",Water,"Grass, Fairy, Fighting, Bug","Ground, Rock, Water"
Fire,Poison,,"Ground, Rock",Water,"Grass, Fairy","Ground, Rock, Water"
Fire,Poison,Ground,Ground,Water,"Grass, Fairy, Poison, Rock, Steel, Fire, Electric","Ground, Rock, Water"
Fire,Poison,Rock,"Ground, Rock",Water,"Grass, Fairy, Flying, Bug, Fire, Ice","Ground, Rock, Water"
Fire,Poison,Bug,"Ground, Rock",Water,"Grass, Fairy, Psychic, Dark","Ground, Rock, Water"
Fire,Poison,Ghost,"Ground, Rock",Water,"Grass, Fairy, Ghost, Psychic","Ground, Rock, Water"
Fire,Poison,Steel,"Ground, Water",,"Grass, Fairy, Rock, Ice","Ground, Rock, Water"
Fire,Poison,Fire,"Ground, Rock, Water",,"Grass, Fairy, Bug, Steel, Ice","Ground, Rock, Water"
Fire,Poison,Water,Water,,"Grass, Fairy, Ground, Rock, Fire","Ground, Rock, Water"
Fire,Poison,Grass,,,"Grass, Fairy, Ground, Rock, Water","Ground, Rock, Water"
Fire,Poison,Electric,"Ground, Rock",,"Grass, Fairy, Flying, Water","Ground, Rock, Water"
Fire,Poison,Psychic,"Ground, Rock",Water,"Grass, Fairy, Fighting, Poison","Ground, Rock, Water"
Fire,Poison,Ice,"Rock, Water",,"Grass, Fairy, Flying, Ground, Dragon","Ground, Rock, Water"
Fire,Poison,Dragon,"Ground, Rock",Water,"Grass, Fairy, Dragon","Ground, Rock, Water"
Fire,Poison,Dark,"Ground, Rock",Water,"Grass, Fairy, Ghost, Psychic","Ground, Rock, Water"
Fire,Poison,Fairy,"Ground, Rock",Water,"Grass, Fairy, Fighting, Dragon, Dark","Ground, Rock, Water"
Fire,Ground,Normal,,"Ground, Water","Poison, Rock, Steel, Fire, Electric","Ground, Rock, Water"
Fire,Ground,Fighting,,"Ground, Water","Poison, Rock, Steel, Fire, Electric, Normal, Ice, Dark","Ground, Rock, Water"
Fire,Ground,Flying,,"Ground, Water","Poison, Rock, Steel, Fire, Electric, Fighting, Bug, Grass","Ground, Rock, Water"
Fire,Ground,Poison,Ground,Water,"Poison, Rock, Steel, Fire, Electric, Grass, Fairy","Ground, Rock, Water"
Fire,Ground,,,"Ground, Water","Poison, Rock, Steel, Fire, Electric","Ground, Rock, Water"
Fire,Ground,Rock,Ground,Water,"Poison, Rock, Steel, Fire, Electric, Flying, Bug, Ice","Ground, Rock, Water"
Fire,Ground,Bug,,"Ground, Water","Poison, Rock, Steel, Fire, Electric, Grass, Psychic, Dark","Ground, Rock, Water"
Fire,Ground,Ghost,,"Ground, Water","Poison, Rock, Steel, Fire, Electric, Ghost, Psychic","Ground, Rock, Water"
Fire,Ground,Steel,Water,Ground,"Poison, Rock, Steel, Fire, Electric, Ice, Fairy","Ground, Rock, Water"
Fire,Ground,Fire,Water,Ground,"Poison, Rock, Steel, Fire, Electric, Bug, Grass, Ice","Ground, Rock, Water"
Fire,Ground,Water,Water,,"Poison, Rock, Steel, Fire, Electric, Ground","Ground, Rock, Water"
Fire,Ground,Grass,,,"Poison, Rock, Steel, Fire, Electric, Ground, Water","Ground, Rock, Water"
Fire,Ground,Electric,Ground,,"Poison, Rock, Steel, Fire, Electric, Flying, Water","Ground, Rock, Water"
Fire,Ground,Psychic,,"Ground, Water","Poison, Rock, Steel, Fire, Electric, Fighting","Ground, Rock, Water"
Fire,Ground,Ice,Water,,"Poison, Rock, Steel, Fire, Electric, Flying, Ground, Grass, Dragon","Ground, Rock, Water"
Fire,Ground,Dragon,,"Ground, Water","Poison, Rock, Steel, Fire, Electric, Dragon","Ground, Rock, Water"
Fire,Ground,Dark,,"Ground, Water","Poison, Rock, Steel, Fire, Electric, Ghost, Psychic","Ground, Rock, Water"
Fire,Ground,Fairy,,"Ground, Water","Poison, Rock, Steel, Fire, Electric, Fighting, Dragon, Dark","Ground, Rock, Water"
Fire,Rock,Normal,"Ground, Rock",Water,"Flying, Bug, Fire, Ice","Ground, Rock, Water"
Fire,Rock,Fighting,Ground,Water,"Flying, Bug, Fire, Ice, Normal, Rock, Steel, Dark","Ground, Rock, Water"
Fire,Rock,Flying,"Ground, Rock",Water,"Flying, Bug, Fire, Ice, Fighting, Grass","Ground, Rock, Water"
Fire,Rock,Poison,"Ground, Rock",Water,"Flying, Bug, Fire, Ice, Grass, Fairy","Ground, Rock, Water"
Fire,Rock,Ground,Ground,Water,"Flying, Bug, Fire, Ice, Poison, Rock, Steel, Electric","Ground, Rock, Water"
Fire,Rock,,Ground,"Rock, Water","Flying, Bug, Fire, Ice","Ground, Rock, Water"
Fire,Rock,Bug,Ground,"Rock, Water","Flying, Bug, Fire, Ice, Grass, Psychic, Dark","Ground, Rock, Water"
Fire,Rock,Ghost,Ground,"Rock, Water","Flying, Bug, Fire, Ice, Ghost, Psychic","Ground, Rock, Water"
Fire,Rock,Steel,"Ground, Water",,"Flying, Bug, Fire, Ice, Rock, Fairy","Ground, Rock, Water"
Fire,Rock,Fire,"Ground, Rock, Water",,"Flying, Bug, Fire, Ice, Steel, Grass","Ground, Rock, Water"
Fire,Rock,Water,Water,,"Flying, Bug, Fire, Ice, Ground, Rock","Ground, Rock, Water"
Fire,Rock,Grass,,,"Flying, Bug, Fire, Ice, Ground, Rock, Water","Ground, Rock, Water"
Fire,Rock,Electric,Ground,Rock,"Flying, Bug, Fire, Ice, Water","Ground, Rock, Water"
Fire,Rock,Psychic,Ground,"Rock, Water","Flying, Bug, Fire, Ice, Fighting, Poison","Ground, Rock, Water"
Fire,Rock,Ice,Water,Rock,"Flying, Bug, Fire, Ice, Ground, Grass, Dragon","Ground, Rock, Water"
Fire,Rock,Dragon,Ground,"Rock, Water","Flying, Bug, Fire, Ice, Dragon","Ground, Rock, Water"
Fire,Rock,Dark,Ground,"Rock, Water","Flying, Bug, Fire, Ice, Ghost, Psychic","Ground, Rock, Water"
Fire,Rock,Fairy,Ground,"Rock, Water","Flying, Bug, Fire, Ice, Fighting, Dragon, Dark","Ground, Rock, Water"
Fire,Bug,Normal,Rock,"Ground, Water","Grass, Psychic, Dark","Ground, Rock, Water"
Fire,Bug,Fighting,,"Ground, Water","Grass, Psychic, Dark, Normal, Rock, Steel, Ice","Ground, Rock, Water"
Fire,Bug,Flying,Rock,"Ground, Water","Grass, Psychic, Dark, Fighting, Bug","Ground, Rock, Water"
Fire,Bug,Poison,"Ground, Rock",Water,"Grass, Psychic, Dark, Fairy","Ground, Rock, Water"
Fire,Bug,Ground,,"Ground, Water","Grass, Psychic, Dark, Poison, Rock, Steel, Fire, Electric","Ground, Rock, Water"
Fire,Bug,Rock,Ground,"Rock, Water","Grass, Psychic, Dark, Flying, Bug, Fire, Ice","Ground, Rock, Water"
Fire,Bug,,,"Ground, Rock, Water","Grass, Psychic, Dark","Ground, Rock, Water"
Fire,Bug,Ghost,,"Ground, Rock, Water","Grass, Psychic, Dark, Ghost","Ground, Rock, Water"
Fire,Bug,Steel,Water,Ground,"Grass, Psychic, Dark, Rock, Ice, Fairy","Ground, Rock, Water"
Fire,Bug,Fire,"Rock, Water",Ground,"Grass, Psychic, Dark, Bug, Steel, Ice","Ground, Rock, Water"
Fire,Bug,Water,Water,,"Grass, Psychic, Dark, Ground, Rock, Fire","Ground, Rock, Water"
Fire,Bug,Grass,,,"Grass, Psychic, Dark, Ground, Rock, Water","Ground, Rock, Water"
Fire,Bug,Electric,Ground,Rock,"Grass, Psychic, Dark, Flying, Water","Ground, Rock, Water"
Fire,Bug,Psychic,,"Ground, Rock, Water","Grass, Psychic, Dark, Fighting, Poison","Ground, Rock, Water"
Fire,Bug,Ice,Water,Rock,"Grass, Psychic, Dark, Flying, Ground, Dragon","Ground, Rock, Water"
Fire,Bug,Dragon,,"Ground, Rock, Water","Grass, Psychic, Dark, Dragon","Ground, Rock, Water"
Fire,Bug,Dark,,"Ground, Rock, Water","Grass, Psychic, Dark, Ghost","Ground, Rock, Water"
Fire,Bug,Fairy,,"Ground, Rock, Water","Grass, Psychic, Dark, Fighting, Dragon","Ground, Rock, Water"
Fire,Ghost,Normal,Rock,"Ground, Water","Ghost, Psychic","Ground, Rock, Water"
Fire,Ghost,Fighting,,"Ground, Water","Ghost, Psychic, Normal, Rock, Steel, Ice, Dark","Ground, Rock, Water"
Fire,Ghost,Flying,Rock,"Ground, Water","Ghost, Psychic, Fighting, Bug, Grass","Ground, Rock, Water"
Fire,Ghost,Poison,"Ground, Rock",Water,"Ghost, Psychic, Grass, Fairy","Ground, Rock, Water"
Fire,Ghost,Ground,,"Ground, Water","Ghost, Psychic, Poison, Rock, Steel, Fire, Electric","Ground, Rock, Water"
Fire,Ghost,Rock,Ground,"Rock, Water","Ghost, Psychic, Flying, Bug, Fire, Ice","Ground, Rock, Water"
Fire,Ghost,Bug,,"Ground, Rock, Water","Ghost, Psychic, Grass, Dark","Ground, Rock, Water"
Fire,Ghost,,,"Ground, Rock, Water","Ghost, Psychic","Ground, Rock, Water"
Fire,Ghost,Steel,Water,Ground,"Ghost, Psychic, Rock, Ice, Fairy","Ground, Rock, Water"
Fire,Ghost,Fire,"Rock, Water",Ground,"Ghost, Psychic, Bug, Steel, Grass, Ice","Ground, Rock, Water"
Fire,Ghost,Water,Water,,"Ghost, Psychic, Ground, Rock, Fire","Ground, Rock, Water"
Fire,Ghost,Grass,,,"Ghost, Psychic, Ground, Rock, Water","Ground, Rock, Water"
Fire,Ghost,Electric,Ground,Rock,"Ghost, Psychic, Flying, Water","Ground, Rock, Water"
Fire,Ghost,Psychic,,"Ground, Rock, Water","Ghost, Psychic, Fighting, Poison","Ground, Rock, Water"
Fire,Ghost,Ice,Water,Rock,"Ghost, Psychic, Flying, Ground, Grass, Dragon","Ground, Rock, Water"
Fire,Ghost,Dragon,,"Ground, Rock, Water","Ghost, Psychic, Dragon","Ground, Rock, Water"
Fire,Ghost,Dark,,"Ground, Rock, Water","Ghost, Psychic","Ground, Rock, Water"
Fire,Ghost,Fairy,,"Ground, Rock, Water","Ghost, Psychic, Fighting, Dragon, Dark","Ground, Rock, Water"
Fire,Steel,Normal,Water,Ground,"Rock, Ice, Fairy","Ground, Rock, Water"
Fire,Steel,Fighting,Water,Ground,"Rock, Ice, Fairy, Normal, Steel, Dark","Ground, Rock, Water"
Fire,Steel,Flying,Water,Ground,"Rock, Ice, Fairy, Fighting, Bug, Grass","Ground, Rock, Water"
Fire,Steel,Poison,"Ground, Water",,"Rock, Ice, Fairy, Grass","Ground, Rock, Water"
Fire,Steel,Ground,Water,Ground,"Rock, Ice, Fairy, Poison, Steel, Fire, Electric","Ground, Rock, Water"
Fire,Steel,Rock,"Ground, Water",,"Rock, Ice, Fairy, Flying, Bug, Fire","Ground, Rock, Water"
Fire,Steel,Bug,Water,Ground,"Rock, Ice, Fairy, Grass, Psychic, Dark","Ground, Rock, Water"
Fire,Steel,Ghost,Water,Ground,"Rock, Ice, Fairy, Ghost, Psychic","Ground, Rock, Water"
Fire,Steel,,Water,Ground,"Rock, Ice, Fairy","Ground, Rock, Water"
Fire,Steel,Fire,Water,Ground,"Rock, Ice, Fairy, Bug, Steel, Grass","Ground, Rock, Water"
Fire,Steel,Water,Water,,"Rock, Ice, Fairy, Ground, Fire","Ground, Rock, Water"
Fire,Steel,Grass,,,"Rock, Ice, Fairy, Ground, Water","Ground, Rock, Water"
Fire,Steel,Electric,Ground,,"Rock, Ice, Fairy, Flying, Water","Ground, Rock, Water"
Fire,Steel,Psychic,Water,Ground,"Rock, Ice, Fairy, Fighting, Poison","Ground, Rock, Water"
Fire,Steel,Ice,Water,,"Rock, Ice, Fairy, Flying, Ground, Grass, Dragon","Ground, Rock, Water"
Fire,Steel,Dragon,Water,Ground,"Rock, Ice, Fairy, Dragon","Ground, Rock, Water"
Fire,Steel,Dark,Water,Ground,"Rock, Ice, Fairy, Ghost, Psychic","Ground, Rock, Water"
Fire,Steel,Fairy,Water,Ground,"Rock, Ice, Fairy, Fighting, Dragon, Dark","Ground, Rock, Water"
Fire,Fire,Normal,"Rock, Water",Ground,"Bug, Steel, Grass, Ice","Ground, Rock, Water"
Fire,Fire,Fighting,Water,Ground,"Bug, Steel, Grass, Ice, Normal, Rock, Dark","Ground, Rock, Water"
Fire,Fire,Flying,"Rock, Water",Ground,"Bug, Steel, Grass, Ice, Fighting","Ground, Rock, Water"
Fire,Fire,Poison,"Ground, Rock, Water",,"Bug, Steel, Grass, Ice, Fairy","Ground, Rock, Water"
Fire,Fire,Ground,Water,Ground,"Bug, Steel, Grass, Ice, Poison, Rock, Fire, Electric","Ground, Rock, Water"
Fire,Fire,Rock,"Ground, Rock, Water",,"Bug, Steel, Grass, Ice, Flying, Fire","Ground, Rock, Water"
Fire,Fire,Bug,"Rock, Water",Ground,"Bug, Steel, Grass, Ice, Psychic, Dark","Ground, Rock, Water"
Fire,Fire,Ghost,"Rock, Water",Ground,"Bug, Steel, Grass, Ice, Ghost, Psychic","Ground, Rock, Water"
Fire,Fire,Steel,Water,Ground,"Bug, Steel, Grass, Ice, Rock, Fairy","Ground, Rock, Water"
Fire,Fire,,"Rock, Water",Ground,"Bug, Steel, Grass, Ice","Ground, Rock, Water"
Fire,Fire,Water,Water,,"Bug, Steel, Grass, Ice, Ground, Rock, Fire","Ground, Rock, Water"
Fire,Fire,Grass,,,"Bug, Steel, Grass, Ice, Ground, Rock, Water","Ground, Rock, Water"
Fire,Fire,Electric,"Ground, Rock",,"Bug, Steel, Grass, Ice, Flying, Water","Ground, Rock, Water"
Fire,Fire,Psychic,"Rock, Water",Ground,"Bug, Steel, Grass, Ice, Fighting, Poison","Ground, Rock, Water"
Fire,Fire,Ice,"Rock, Water",,"Bug, Steel, Grass, Ice, Flying, Ground, Dragon","Ground, Rock, Water"
Fire,Fire,Dragon,"Rock, Water",Ground,"Bug, Steel, Grass, Ice, Dragon","Ground, Rock, Water"
Fire,Fire,Dark,"Rock, Water",Ground,"Bug, Steel, Grass, Ice, Ghost, Psychic","Ground, Rock, Water"
Fire,Fire,Fairy,"Rock, Water",Ground,"Bug, Steel, Grass, Ice, Fighting, Dragon, Dark","Ground, Rock, Water"
Fire,Water,Normal,Water,,"Ground, Rock, Fire","Ground, Rock, Water"
Fire,Water,Fighting,Water,,"Ground, Rock, Fire, Normal, Steel, Ice, Dark","Ground, Rock, Water"
Fire,Water,Flying,Water,,"Ground, Rock, Fire, Fighting, Bug, Grass","Ground, Rock, Water"
Fire,Water,Poison,Water,,"Ground, Rock, Fire, Grass, Fairy","Ground, Rock, Water"
Fire,Water,Ground,Water,,"Ground, Rock, Fire, Poison, Steel, Electric","Ground, Rock, Water"
Fire,Water,Rock,Water,,"Ground, Rock, Fire, Flying, Bug, Ice","Ground, Rock, Water"
Fire,Water,Bug,Water,,"Ground, Rock, Fire, Grass, Psychic, Dark","Ground, Rock, Water"
Fire,Water,Ghost,Water,,"Ground, Rock, Fire, Ghost, Psychic","Ground, Rock, Water"
Fire,Water,Steel,Water,,"Ground, Rock, Fire, Ice, Fairy","Ground, Rock, Water"
Fire,Water,Fire,Water,,"Ground, Rock, Fire, Bug, Steel, Grass, Ice","Ground, Rock, Water"
Fire,Water,,Water,,"Ground, Rock, Fire","Ground, Rock, Water"
Fire,Water,Grass,,,"Ground, Rock, Fire, Water","Ground, Rock, Water"
Fire,Water,Electric,,,"Ground, Rock, Fire, Flying, Water","Ground, Rock, Water"
Fire,Water,Psychic,Water,,"Ground, Rock, Fire, Fighting, Poison","Ground, Rock, Water"
Fire,Water,Ice,Water,,"Ground, Rock, Fire, Flying, Grass, Dragon","Ground, Rock, Water"
Fire,Water,Dragon,Water,,"Ground, Rock, Fire, Dragon","Ground, Rock, Water"
Fire,Water,Dark,Water,,"Ground, Rock, Fire, Ghost, Psychic","Ground, Rock, Water"
Fire,Water,Fairy,Water,,"Ground, Rock, Fire, Fighting, Dragon, Dark","Ground, Rock, Water"
Fire,Grass,Normal,,,"Ground, Rock, Water","Ground, Rock, Water"
Fire,Grass,Fighting,,,"Ground, Rock, Water, Normal, Steel, Ice, Dark","Ground, Rock, Water"
Fire,Grass,Flying,,,"Ground, Rock, Water, Fighting, Bug, Grass","Ground, Rock, Water"
Fire,Grass,Poison,,,"Ground, Rock, Water, Grass, Fairy","Ground, Rock, Water"
Fire,Grass,Ground,,,"Ground, Rock, Water, Poison, Steel, Fire, Electric","Ground, Rock, Water"
Fire,Grass,Rock,,,"Ground, Rock, Water, Flying, Bug, Fire, Ice","Ground, Rock, Water"
Fire,Grass,Bug,,,"Ground, Rock, Water, Grass, Psychic, Dark","Ground, Rock, Water"
Fire,Grass,Ghost,,,"Ground, Rock, Water, Ghost, Psychic","Ground, Rock, Water"
Fire,Grass,Steel,,,"Ground, Rock, Water, Ice, Fairy","Ground, Rock, Water"
Fire,Grass,Fire,,,"Ground, Rock, Water, Bug, Steel, Grass, Ice","Ground, Rock, Water"
Fire,Grass,Water,,,"Ground, Rock, Water, Fire","Ground, Rock, Water"
Fire,Grass,,,,"Ground, Rock, Water","Ground, Rock, Water"
Fire,Grass,Electric,,,"Ground, Rock, Water, Flying","Ground, Rock, Water"
Fire,Grass,Psychic,,,"Ground, Rock, Water, Fighting, Poison","Ground, Rock, Water"
Fire,Grass,Ice,,,"Ground, Rock, Water, Flying, Grass, Dragon","Ground, Rock, Water"
Fire,Grass,Dragon,,,"Ground, Rock, Water, Dragon","Ground, Rock, Water"
Fire,Grass,Dark,,,"Ground, Rock, Water, Ghost, Psychic","Ground, Rock, Water"
Fire,Grass,Fairy,,,"Ground, Rock, Water, Fighting, Dragon, Dark","Ground, Rock, Water"
Fire,Electric,Normal,"Ground, Rock",,"Flying, Water","Ground, Rock, Water"
Fire,Electric,Fighting,Ground,,"Flying, Water, Normal, Rock, Steel, Ice, Dark","Ground, Rock, Water"
Fire,Electric,Flying,"Ground, Rock",,"Flying, Water, Fighting, Bug, Grass","Ground, Rock, Water"
Fire,Electric,Poison,"Ground, Rock",,"Flying, Water, Grass, Fairy","Ground, Rock, Water"
Fire,Electric,Ground,Ground,,"Flying, Water, Poison, Rock, Steel, Fire, Electric","Ground, Rock, Water"
Fire,Electric,Rock,Ground,Rock,"Flying, Water, Bug, Fire, Ice","Ground, Rock, Water"
Fire,Electric,Bug,Ground,Rock,"Flying, Water, Grass, Psychic, Dark","Ground, Rock, Water"
Fire,Electric,Ghost,Ground,Rock,"Flying, Water, Ghost, Psychic","Ground, Rock, Water"
Fire,Electric,Steel,Ground,,"Flying, Water, Rock, Ice, Fairy","Ground, Rock, Water"
Fire,Electric,Fire,"Ground, Rock",,"Flying, Water, Bug, Steel, Grass, Ice","Ground, Rock, Water"
Fire,Electric,Water,,,"Flying, Water, Ground, Rock, Fire","Ground, Rock, Water"
Fire,Electric,Grass,,,"Flying, Water, Ground, Rock","Ground, Rock, Water"
Fire,Electric,,Ground,Rock,"Flying, Water","Ground, Rock, Water"
Fire,Electric,Psychic,Ground,Rock,"Flying, Water, Fighting, Poison","Ground, Rock, Water"
Fire,Electric,Ice,,Rock,"Flying, Water, Ground, Grass, Dragon","Ground, Rock, Water"
Fire,Electric,Dragon,Ground,Rock,"Flying, Water, Dragon","Ground, Rock, Water"
Fire,Electric,Dark,Ground,Rock,"Flying, Water, Ghost, Psychic","Ground, Rock, Water"
Fire,Electric,Fairy,Ground,Rock,"Flying, Water, Fighting, Dragon, Dark","Ground, Rock, Water"
Fire,Psychic,Normal,Rock,"Ground, Water","Fighting, Poison","Ground, Rock, Water"
Fire,Psychic,Fighting,,"Ground, Water","Fighting, Poison, Normal, Rock, Steel, Ice, Dark","Ground, Rock, Water"
Fire,Psychic,Flying,Rock,"Ground, Water","Fighting, Poison, Bug, Grass","Ground, Rock, Water"
Fire,Psychic,Poison,"Ground, Rock",Water,"Fighting, Poison, Grass, Fairy","Ground, Rock, Water"
Fire,Psychic,Ground,,"Ground, Water","Fighting, Poison, Rock, Steel, Fire, Electric","Ground, Rock, Water"
Fire,Psychic,Rock,Ground,"Rock, Water","Fighting, Poison, Flying, Bug, Fire, Ice","Ground, Rock, Water"
Fire,Psychic,Bug,,"Ground, Rock, Water","Fighting, Poison, Grass, Psychic, Dark","Ground, Rock, Water"
Fire,Psychic,Ghost,,"Ground, Rock, Water","Fighting, Poison, Ghost, Psychic","Ground, Rock, Water"
Fire,Psychic,Steel,Water,Ground,"Fighting, Poison, Rock, Ice, Fairy","Ground, Rock, Water"
Fire,Psychic,Fire,"Rock, Water",Ground,"Fighting, Poison, Bug, Steel, Grass, Ice","Ground, Rock, Water"
Fire,Psychic,Water,Water,,"Fighting, Poison, Ground, Rock, Fire","Ground, Rock, Water"
Fire,Psychic,Grass,,,"Fighting, Poison, Ground, Rock, Water","Ground, Rock, Water"
Fire,Psychic,Electric,Ground,Rock,"Fighting, Poison, Flying, Water","Ground, Rock, Water"
Fire,Psychic,,,"Ground, Rock, Water","Fighting, Poison","Ground, Rock, Water"
Fire,Psychic,Ice,Water,Rock,"Fighting, Poison, Flying, Ground, Grass, Dragon","Ground, Rock, Water"
Fire,Psychic,Dragon,,"Ground, Rock, Water","Fighting, Poison, Dragon","Ground, Rock, Water"
Fire,Psychic,Dark,,"Ground, Rock, Water","Fighting, Poison, Ghost, Psychic","Ground, Rock, Water"
Fire,Psychic,Fairy,,"Ground, Rock, Water","Fighting, Poison, Dragon, Dark","Ground, Rock, Water"
Fire,Ice,Normal,"Rock, Water",,"Flying, Ground, Grass, Dragon","Ground, Rock, Water"
Fire,Ice,Fighting,Water,,"Flying, Ground, Grass, Dragon, Normal, Rock, Steel, Ice, Dark","Ground, Rock, Water"
Fire,Ice,Flying,"Rock, Water",,"Flying, Ground, Grass, Dragon, Fighting, Bug","Ground, Rock, Water"
Fire,Ice,Poison,"Rock, Water",,"Flying, Ground, Grass, Dragon, Fairy","Ground, Rock, Water"
Fire,Ice,Ground,Water,,"Flying, Ground, Grass, Dragon, Poison, Rock, Steel, Fire, Electric","Ground, Rock, Water"
Fire,Ice,Rock,Water,Rock,"Flying, Ground, Grass, Dragon, Bug, Fire, Ice","Ground, Rock, Water"
Fire,Ice,Bug,Water,Rock,"Flying, Ground, Grass, Dragon, Psychic, Dark","Ground, Rock, Water"
Fire,Ice,Ghost,Water,Rock,"Flying, Ground, Grass, Dragon, Ghost, Psychic","Ground, Rock, Water"
Fire,Ice,Steel,Water,,"Flying, Ground, Grass, Dragon, Rock, Ice, Fairy","Ground, Rock, Water"
Fire,Ice,Fire,"Rock, Water",,"Flying, Ground, Grass, Dragon, Bug, Steel, Ice","Ground, Rock, Water"
Fire,Ice,Water,Water,,"Flying, Ground, Grass, Dragon, Rock, Fire","Ground, Rock, Water"
Fire,Ice,Grass,,,"Flying, Ground, Grass, Dragon, Rock, Water","Ground, Rock, Water"
Fire,Ice,Electric,,Rock,"Flying, Ground, Grass, Dragon, Water","Ground, Rock, Water"
Fire,Ice,Psychic,Water,Rock,"Flying, Ground, Grass, Dragon, Fighting, Poison","Ground, Rock, Water"
Fire,Ice,,Water,Rock,"Flying, Ground, Grass, Dragon","Ground, Rock, Water"
Fire,Ice,Dragon,Water,Rock,"Flying, Ground, Grass, Dragon","Ground, Rock, Water"
Fire,Ice,Dark,Water,Rock,"Flying, Ground, Grass, Dragon, Ghost, Psychic","Ground, Rock, Water"
Fire,Ice,Fairy,Water,Rock,"Flying, Ground, Grass, Dragon, Fighting, Dark","Ground, Rock, Water"
Fire,Dragon,Normal,Rock,"Ground, Water",Dragon,"Ground, Rock, Water"
Fire,Dragon,Fighting,,"Ground, Water","Dragon, Normal, Rock, Steel, Ice, Dark","Ground, Rock, Water"
Fire,Dragon,Flying,Rock,"Ground, Water","Dragon, Fighting, Bug, Grass","Ground, Rock, Water"
Fire,Dragon,Poison,"Ground, Rock",Water,"Dragon, Grass, Fairy","Ground, Rock, Water"
Fire,Dragon,Ground,,"Ground, Water","Dragon, Poison, Rock, Steel, Fire, Electric","Ground, Rock, Water"
Fire,Dragon,Rock,Ground,"Rock, Water","Dragon, Flying, Bug, Fire, Ice","Ground, Rock, Water"
Fire,Dragon,Bug,,"Ground, Rock, Water","Dragon, Grass, Psychic, Dark","Ground, Rock, Water"
Fire,Dragon,Ghost,,"Ground, Rock, Water","Dragon, Ghost, Psychic","Ground, Rock, Water"
Fire,Dragon,Steel,Water,Ground,"Dragon, Rock, Ice, Fairy","Ground, Rock, Water"
Fire,Dragon,Fire,"Rock, Water",Ground,"Dragon, Bug, Steel, Grass, Ice","Ground, Rock, Water"
Fire,Dragon,Water,Water,,"Dragon, Ground, Rock, Fire","Ground, Rock, Water"
Fire,Dragon,Grass,,,"Dragon, Ground, Rock, Water","Ground, Rock, Water"
Fire,Dragon,Electric,Ground,Rock,"Dragon, Flying, Water","Ground, Rock, Water"
Fire,Dragon,Psychic,,"Ground, Rock, Water","Dragon, Fighting, Poison","Ground, Rock, Water"
Fire,Dragon,Ice,Water,Rock,"Dragon, Flying, Ground, Grass","Ground, Rock, Water"
Fire,Dragon,,,"Ground, Rock, Water",Dragon,"Ground, Rock, Water"
